GEOID,state,county,tract,total_pop,male,female,white_non_hispanic,black_non_hispanic,asian_non_hispanic,hispanic,other
01113030700,01,113,030700,3619,1653,1966,839,2465,13,187,115
01113030800,01,113,030800,2981,1336,1645,190,2632,5,66,88
01113030903,01,113,030903,4598,2244,2354,1307,2723,31,275,262
01113030904,01,113,030904,2991,1424,1567,1091,1412,34,265,189
01113030905,01,113,030905,3795,1885,1910,1726,1227,63,440,339
01113030906,01,113,030906,3566,1777,1789,2608,648,9,106,195
01113030907,01,113,030907,3135,1546,1589,2304,543,13,104,171
01113031000,01,113,031000,3857,1921,1936,2785,755,26,98,193
01113031100,01,113,031100,1539,724,815,423,1042,0,30,44
01113031200,01,113,031200,3866,1908,1958,2341,1166,20,131,208
01115040104,01,115,040104,5400,2524,2876,4412,459,67,223,239
01115040105,01,115,040105,4465,2097,2368,3972,99,8,171,215
01115040107,01,115,040107,5901,2825,3076,4577,750,65,217,292
01115040108,01,115,040108,5225,2611,2614,4012,736,60,172,245
01115040109,01,115,040109,2819,1387,1432,2497,51,18,67,186
01115040110,01,115,040110,4967,2396,2571,3757,623,106,207,274
01115040206,01,115,040206,2772,1364,1408,2360,223,22,40,127
01115040207,01,115,040207,3381,1768,1613,2984,156,0,115,126
01115040208,01,115,040208,2589,1181,1408,1754,595,41,61,138
01115040209,01,115,040209,3312,1636,1676,2399,616,32,93,172
01115040210,01,115,040210,3585,1770,1815,3107,270,16,85,107
01115040211,01,115,040211,3072,1458,1614,2236,509,55,116,156
01115040212,01,115,040212,2529,1198,1331,2282,124,12,33,78
01115040213,01,115,040213,3249,1597,1652,2837,208,16,48,140
01115040301,01,115,040301,2876,1434,1442,2560,85,5,73,153
01115040302,01,115,040302,2771,1374,1397,2400,187,2,29,153
01115040401,01,115,040401,5078,2575,2503,4168,486,24,164,236
01115040402,01,115,040402,3923,1932,1991,3507,52,7,174,183
01115040503,01,115,040503,4780,2379,2401,4332,197,23,68,160
01115040504,01,115,040504,5436,2700,2736,4621,382,29,107,297
01115040505,01,115,040505,2154,1055,1099,1999,32,3,41,79
01115040506,01,115,040506,5659,2754,2905,4429,694,34,174,328
01115040507,01,115,040507,3303,2187,1116,2130,1002,7,50,114
01035960600,01,035,960600,4019,1870,2149,1813,2029,9,52,116
01037961000,01,037,961000,3697,1835,1862,1370,2062,6,130,129
01037961100,01,037,961100,3625,1844,1781,3245,201,0,33,146
01037961200,01,037,961200,3065,1547,1518,2192,737,2,38,96
01039961600,01,039,961600,4467,2227,2240,4185,106,23,46,107
01039961700,01,039,961700,3749,1875,1874,3247,292,10,57,143
01039961800,01,039,961800,3114,1404,1710,2250,682,16,50,116
01039961900,01,039,961900,2192,1052,1140,1713,317,31,43,88
01039962000,01,039,962000,3911,1882,2029,2670,949,49,85,158
01039962100,01,039,962100,1798,895,903,1108,480,32,79,99
01039962300,01,039,962300,3315,1663,1652,3106,36,21,32,120
01039962400,01,039,962400,3440,1639,1801,3049,228,10,46,107
01039962500,01,039,962500,1550,691,859,1308,129,9,32,72
01039962600,01,039,962600,1373,669,704,1033,206,3,38,93
01039962700,01,039,962700,1690,771,919,875,708,10,29,68
01039962800,01,039,962800,1693,840,853,1578,15,2,23,75
01039962900,01,039,962900,1830,905,925,1732,26,8,12,52
01039963000,01,039,963000,3448,1647,1801,2803,389,16,82,158
01041963400,01,041,963400,1850,901,949,1053,668,2,61,66
01041963500,01,041,963500,1962,977,985,1606,248,5,34,69
01041963600,01,041,963600,2829,1365,1464,2080,615,21,6,107
01097007103,01,097,007103,3377,1702,1675,2798,273,32,89,185
01097007000,01,097,007000,4621,2363,2258,3921,217,68,161,254
01117030211,01,117,030211,3097,1514,1583,2696,162,42,73,124
01115040508,01,115,040508,1857,926,931,1630,81,3,47,96
01117030102,01,117,030102,3983,1909,2074,2860,808,2,152,161
01117030103,01,117,030103,1066,518,548,897,83,2,33,51
01117030212,01,117,030212,3607,1646,1961,1864,968,271,301,203
01117030215,01,117,030215,5095,2375,2720,3871,571,131,255,267
01117030216,01,117,030216,8070,3786,4284,6428,860,290,169,323
01117030218,01,117,030218,4808,2414,2394,3961,334,78,206,229
01117030219,01,117,030219,5059,2426,2633,4177,347,81,218,236
01117030220,01,117,030220,5827,2836,2991,4912,348,270,134,163
01117030221,01,117,030221,5378,2509,2869,3698,836,259,360,225
01117030304,01,117,030304,6311,3034,3277,5332,347,195,156,281
01117030305,01,117,030305,3935,1939,1996,3556,66,71,101,141
01117030306,01,117,030306,3866,1862,2004,2444,642,23,534,223
01117030314,01,117,030314,3266,1579,1687,2047,720,184,152,163
01117030315,01,117,030315,5610,2668,2942,2925,597,104,1759,225
01117030316,01,117,030316,5096,2387,2709,3328,772,126,620,250
01117030317,01,117,030317,4111,1897,2214,3223,357,38,296,197
01117030319,01,117,030319,2480,1131,1349,1190,830,31,323,106
01117030320,01,117,030320,5500,2657,2843,4100,543,61,499,297
01117030330,01,117,030330,5557,2700,2857,4640,351,220,106,240
01117030331,01,117,030331,4509,2293,2216,3662,111,73,444,219
01117030336,01,117,030336,9126,4406,4720,6898,1137,216,399,476
01117030337,01,117,030337,2053,979,1074,1226,281,27,431,88
01117030340,01,117,030340,5681,2774,2907,3876,732,78,703,292
01117030341,01,117,030341,2484,1198,1286,1149,411,75,763,86
01117030345,01,117,030345,3616,1767,1849,2585,430,60,386,155
01117030346,01,117,030346,3847,1801,2046,3280,162,163,97,145
01117030347,01,117,030347,4736,2169,2567,3285,769,250,251,181
01117030348,01,117,030348,4763,2300,2463,3884,293,270,125,191
01117030349,01,117,030349,1226,509,717,997,70,64,57,38
01117030350,01,117,030350,3004,1507,1497,2371,366,32,85,150
01117030351,01,117,030351,3043,1508,1535,2334,277,225,109,98
01117030352,01,117,030352,6077,2848,3229,4723,386,517,195,256
01117030405,01,117,030405,1265,588,677,741,332,8,124,60
01033020100,01,033,020100,3599,1726,1873,2453,798,18,142,188
01031011205,01,031,011205,4206,2091,2115,2100,795,145,863,303
01031011206,01,031,011206,4877,2543,2334,2643,1112,147,631,344
01031011300,01,031,011300,4632,2121,2511,1817,1660,44,867,244
01033020200,01,033,020200,1883,919,964,1318,353,5,94,113
01033020300,01,033,020300,2273,1027,1246,965,1105,18,65,120
01033020400,01,033,020400,1504,729,775,1322,71,9,39,63
01033020500,01,033,020500,5150,2463,2687,4208,536,8,138,260
01033020600,01,033,020600,4769,2131,2638,2897,1531,12,112,217
01033020703,01,033,020703,6796,3169,3627,4736,1308,164,247,341
01033020704,01,033,020704,4727,2262,2465,3552,727,53,179,216
01033020705,01,033,020705,1388,658,730,917,322,5,72,72
01033020706,01,033,020706,5857,2870,2987,4629,708,74,213,233
01033020801,01,033,020801,4182,2044,2138,3207,726,12,106,131
01033020802,01,033,020802,3422,1685,1737,2741,416,6,82,177
01033020901,01,033,020901,4287,2062,2225,3894,105,25,95,168
01033020902,01,033,020902,3712,1862,1850,3305,174,11,75,147
01033021000,01,033,021000,3678,1816,1862,3097,342,12,73,154
01035960200,01,035,960200,1472,737,735,694,735,0,16,27
01035960300,01,035,960300,1579,762,817,1143,315,4,13,104
01035960400,01,035,960400,2936,1425,1511,1490,1305,4,39,98
01035960500,01,035,960500,1591,783,808,695,712,16,136,32
01097007101,01,097,007101,4575,2171,2404,3192,729,139,230,285
01097007102,01,097,007102,3201,1568,1633,1174,1693,73,76,185
01097007201,01,097,007201,2855,1450,1405,2259,88,305,67,136
01097007203,01,097,007203,1778,876,902,1615,5,12,42,104
01097007204,01,097,007204,1531,808,723,1335,54,2,31,109
01097007300,01,097,007300,4030,1997,2033,2748,383,516,161,222
01097007400,01,097,007400,2878,1381,1497,1131,1550,38,47,112
01097007500,01,097,007500,1346,627,719,21,1280,0,9,36
01097007600,01,097,007600,1972,943,1029,69,1854,1,10,38
01097007700,01,097,007700,1154,548,606,16,1111,0,2,25
01097980000,01,097,980000,2022,689,1333,1387,269,153,208,5
01097990000,01,097,990000,0,0,0,0,0,0,0,0
01099075600,01,099,075600,926,466,460,208,677,4,11,26
01099075700,01,099,075700,1428,696,732,482,897,1,16,32
01099075800,01,099,075800,1085,527,558,329,716,3,6,31
01099075901,01,099,075901,3170,1459,1711,1456,1532,34,25,123
01099075902,01,099,075902,2669,1231,1438,1177,1362,13,28,89
01099076000,01,099,076000,3093,1441,1652,1253,1721,13,43,63
01099076101,01,099,076101,1589,761,828,1106,320,4,20,139
01099076102,01,099,076102,4114,2071,2043,3016,825,13,57,203
01099076200,01,099,076200,1698,853,845,1307,203,3,1,184
01101000100,01,101,000100,982,510,472,368,522,25,34,33
01101000200,01,101,000200,1440,989,451,306,1056,3,52,23
01101000300,01,101,000300,1261,594,667,154,1041,2,43,21
01101000400,01,101,000400,4267,1997,2270,1141,2482,16,487,141
01101000500,01,101,000500,2902,1465,1437,1089,944,14,719,136
01101000600,01,101,000600,1763,787,976,149,1555,2,24,33
01101000700,01,101,000700,997,443,554,201,725,5,24,42
01101000900,01,101,000900,2133,1511,622,1145,574,71,254,89
01101001000,01,101,001000,1200,562,638,99,1048,7,18,28
01101001100,01,101,001100,2684,1241,1443,39,2575,0,26,44
01101001200,01,101,001200,1455,657,798,13,1382,2,17,41
01101001300,01,101,001300,2094,997,1097,660,1258,21,76,79
01101001400,01,101,001400,3555,1746,1809,2600,600,49,118,188
01101001500,01,101,001500,4112,1712,2400,1667,2086,96,154,109
01101001600,01,101,001600,3830,1895,1935,1009,2157,40,464,160
01101001700,01,101,001700,5469,2582,2887,2829,2168,27,195,250
01101001800,01,101,001800,3375,1591,1784,1758,1285,35,146,151
01101001900,01,101,001900,3110,1439,1671,2050,758,39,80,183
01101002000,01,101,002000,4750,2242,2508,2769,1593,46,213,129
01089011012,01,089,011012,6040,3023,3017,4690,432,329,231,358
01089011013,01,089,011013,4960,2426,2534,3553,606,193,257,351
01089011021,01,089,011021,5297,2549,2748,2762,1484,346,358,347
01089011023,01,089,011023,6113,2974,3139,4249,628,538,311,387
01089011024,01,089,011024,4809,2306,2503,3276,522,510,212,289
01089011025,01,089,011025,6838,3315,3523,3857,1452,533,542,454
01089011026,01,089,011026,3835,1903,1932,2686,399,324,207,219
01089011027,01,089,011027,3105,1559,1546,2057,420,260,146,222
01089011028,01,089,011028,4073,1997,2076,2208,1064,168,372,261
01089011100,01,089,011100,865,447,418,506,225,28,51,55
01089011201,01,089,011201,5559,2676,2883,2878,1722,216,377,366
01089011202,01,089,011202,4837,2419,2418,2773,1242,250,263,309
01089011203,01,089,011203,5480,2648,2832,2638,1655,231,553,403
01089011301,01,089,011301,4017,1960,2057,3187,253,44,169,364
01089011302,01,089,011302,5111,2526,2585,4302,141,103,233,332
01089011400,01,089,011400,4443,2174,2269,3964,38,7,111,323
01091972901,01,091,972901,1619,746,873,445,1074,22,48,30
01091972902,01,091,972902,3344,1447,1897,952,2194,11,121,66
01091973001,01,091,973001,1338,623,715,393,903,0,11,31
01091973002,01,091,973002,2829,1384,1445,1622,1091,2,52,62
01091973100,01,091,973100,1717,832,885,622,1055,0,7,33
01091973200,01,091,973200,2396,1146,1250,746,1593,1,22,34
01091973300,01,091,973300,1918,932,986,1031,823,0,13,51
01091973400,01,091,973400,4162,1992,2170,2564,1400,18,94,86
01093964001,01,093,964001,3198,1617,1581,2901,16,6,155,120
01089010904,01,089,010904,4628,2280,2348,3642,292,161,218,315
01089010902,01,089,010902,3081,1571,1510,2472,270,22,65,252
01089010903,01,089,010903,6582,3202,3380,5467,257,171,328,359
01089010905,01,089,010905,8213,4058,4155,7076,251,235,274,377
01093964002,01,093,964002,1423,726,697,1325,3,2,29,64
01093964100,01,093,964100,2609,1270,1339,2432,7,8,68,94
01093964200,01,093,964200,1370,681,689,1252,48,5,17,48
